timestamp,cpu,ram,disk,Y_cpu_+60s
2025-11-01 20:00:20,48.29905998290847,7.737869886912474,6106.541580306171,43.3090909090908
2025-11-01 20:00:25,54.69008527427758,7.737869886912474,6106.874670448554,41.010163451573725
2025-11-01 20:00:30,61.062928416879956,7.737869886912474,6628.19323987709,38.72504454707435
2025-11-01 20:00:35,67.43577155948316,7.737869886912474,6628.19323987709,38.53971601548993
2025-11-01 20:00:40,64.98054474708132,7.737670103278149,6702.667321224023,42.64232594505183
2025-11-01 20:00:45,57.79167651497219,7.277168826161268,5511.182224808175,45.381818181817835
2025-11-01 20:00:50,51.96363636363623,7.277168826161268,5064.053380847621,45.42429587068367
2025-11-01 20:00:55,48.83915422795143,7.676486365266416,9681.454545454544,45.434379431979366
2025-11-01 20:01:00,48.12915893967498,7.676486365266416,10127.73848699162,41.730006909844576
2025-11-01 20:01:05,50.141802712431456,7.676486365266416,10127.922620995601,39.909090909091404
2025-11-01 20:01:10,47.81628422851731,7.676486365266416,10127.186125149983,38.99423667799926
2025-11-01 20:01:15,45.55256554783822,7.676486365266416,5809.083966689698,38.01930873984125
2025-11-01 20:01:20,43.3090909090908,7.676336527540674,5809.083966689698,37.14545454545466
2025-11-01 20:01:25,41.010163451573725,7.6761367439063495,8564.363636363636,36.265953965310224
2025-11-01 20:01:30,38.72504454707435,7.676086797997768,9011.036162978855,35.28737931159897
2025-11-01 20:01:35,38.53971601548993,7.676086797997768,8937.05225644569,34.38181818181792
2025-11-01 20:01:40,42.64232594505183,7.676086797997768,8936.239841463193,33.48544624838678
2025-11-01 20:01:45,45.381818181817835,7.676086797997768,8937.214757168573,32.566088505872656
2025-11-01 20:01:50,45.42429587068367,7.676086797997768,4244.945454545455,31.6310019453488
2025-11-01 20:01:55,45.434379431979366,7.676086797997768,4468.607378584286,34.41818181818152
2025-11-01 20:02:00,41.730006909844576,7.67563728482054,5511.182224808175,35.09999999999971
2025-11-01 20:02:05,39.909090909091404,7.272873478023301,5511.583081790741,31.918181818181935
2025-11-01 20:02:10,38.99423667799926,7.6723908007627735,5436.50909090909,28.74545454545445
2025-11-01 20:02:15,38.01930873984125,7.6723908007627735,5436.212570223443,26.190909090909045
2025-11-01 20:02:20,37.14545454545466,7.6723908007627735,2159.669824185015,31.072727272727548
2025-11-01 20:02:25,36.265953965310224,7.6723908007627735,1712.8727272727272,35.99323660957796
2025-11-01 20:02:30,35.28737931159897,7.672141071219869,2978.800770881059,40.88396785571457
2025-11-01 20:02:35,34.38181818181792,7.6720911253112885,3053.548375365929,45.77272727272719
2025-11-01 20:02:40,33.48544624838678,7.672041179402707,6479.127272727272,50.66453337212052
2025-11-01 20:02:45,32.566088505872656,7.672041179402707,6478.773885060816,55.617374861360965
2025-11-01 20:02:50,31.6310019453488,7.672041179402707,5808.661503218065,60.497845337018965
2025-11-01 20:02:55,34.41818181818152,7.672041179402707,4765.9945821137035,65.6648849132759
2025-11-01 20:03:00,35.09999999999971,7.671891341676964,6330.181818181818,73.74497718140319
2025-11-01 20:03:05,31.918181818181935,7.2692274266968875,6330.181818181818,81.83603338242553
2025-11-01 20:03:10,28.74545454545445,7.268078670799524,6330.181818181818,89.27253222785893
2025-11-01 20:03:15,26.190909090909045,7.268078670799524,6330.181818181818,89.28201305430773
2025-11-01 20:03:20,31.072727272727548,7.666397291733053,6330.181818181818,89.28142841557879
2025-11-01 20:03:25,35.99323660957796,7.667546047630417,5064.145454545454,89.30000000000001
2025-11-01 20:03:30,40.88396785571457,7.667546047630417,6329.951638122251,83.85366474534996
2025-11-01 20:03:35,45.77272727272719,7.667496101721835,2904.3307516090326,75.7545454545454
2025-11-01 20:03:40,50.66453337212052,7.667346263996093,2978.909090909091,67.65513354302655
2025-11-01 20:03:45,55.617374861360965,7.667346263996093,2978.854929910365,63.40133086069577
2025-11-01 20:03:50,60.497845337018965,7.667346263996093,2978.9632538773435,63.38181818181842
2025-11-01 20:03:55,65.6648849132759,7.6670965344531865,3723.839482153572,63.38048656314798
2025-11-01 20:04:00,73.74497718140319,7.6670965344531865,3723.5009636013237,63.3909090909087
2025-11-01 20:04:05,81.83603338242553,7.6670965344531865,5064.237531591484,63.40465758903392
2025-11-01 20:04:10,89.27253222785893,7.6670965344531865,5064.237531591484,63.39800352746494
2025-11-01 20:04:15,89.28201305430773,7.6670965344531865,5064.237531591484,63.410421439220386
2025-11-01 20:04:20,89.28142841557879,7.6670965344531865,5064.053380847621,63.38957780282921
2025-11-01 20:04:25,89.30000000000001,7.6670965344531865,3723.771773519037,68.83636363636346
2025-11-01 20:04:30,83.85366474534996,7.6670965344531865,3723.6363636363635,76.93062827225121
2025-11-01 20:04:35,75.7545454545454,7.263683430844395,4692.037747513501,85.01790941653442
2025-11-01 20:04:40,67.65513354302655,7.263683430844395,4691.781818181818,89.28201305430814
2025-11-01 20:04:45,63.40133086069577,7.263633484935815,4691.696514608825,89.2999999999996
2025-11-01 20:04:50,63.38181818181842,7.662701294498059,6553.36169593833,89.30967401778065
2025-11-01 20:04:55,63.38048656314798,7.662701294498059,6553.599999999999,83.95396196225309
2025-11-01 20:05:00,63.3909090909087,7.662701294498059,5213.280482926652,75.87787092433288
2025-11-01 20:05:05,63.40465758903392,7.662601402680896,7372.799999999999,67.9114246236644
2025-11-01 20:05:10,63.39800352746494,7.662601402680896,7371.86176304834,67.4545454545453
2025-11-01 20:05:15,63.410421439220386,7.662601402680896,7373.202174664073,68.4193302061741
2025-11-01 20:05:20,63.38957780282921,7.662451564955155,9532.162466819389,69.38181818181792
