timestamp,cpu,ram,disk
2026-01-21 07:05:45,0.4363636363636516,20.012610942478982,6330.181818181818
2026-01-21 07:05:50,0.45454545454546746,20.012412031714334,6330.181818181818
2026-01-21 07:05:55,0.4727272727272549,20.012412031714334,6330.181818181818
2026-01-21 07:06:00,0.4436041015199095,20.012412031714334,6329.721474801832
2026-01-21 07:06:05,0.42542360555599146,20.012412031714334,6329.721474801832
2026-01-21 07:06:10,0.4363636363632395,20.011815299420373,1563.9272727272726
2026-01-21 07:06:15,0.41818181818184996,20.01161638865572,2606.5454545454545
2026-01-21 07:06:20,0.41818181818184996,20.010820745597112,2755.490909090909
2026-01-21 07:06:25,0.41818181818184996,20.010820745597112,2755.490909090909
2026-01-21 07:06:30,0.41818181818184996,20.010820745597112,2606.5454545454545
2026-01-21 07:06:35,0.41818181818184996,20.010621834832456,2606.5454545454545
2026-01-21 07:06:40,0.41818181818184996,20.010621834832456,1191.5636363636363
2026-01-21 07:06:45,0.40000000000006253,20.0100251025385,2234.181818181818
2026-01-21 07:06:50,0.40000000000006253,20.0100251025385,2234.181818181818
2026-01-21 07:06:55,0.3927558367881545,20.0100251025385,2234.3443159502513
2026-01-21 07:07:00,0.3927558367881545,20.0100251025385,2234.3443159502513
2026-01-21 07:07:05,0.36363636363645924,20.0100251025385,2234.181818181818
2026-01-21 07:07:10,0.3636363636360329,20.0100251025385,1191.5636363636363
2026-01-21 07:07:15,0.38181818181783456,20.00863272718593,2010.7636363636364
2026-01-21 07:07:20,0.41818181818184996,20.00783708412732,2010.7636363636364
2026-01-21 07:07:25,0.41818181818184996,20.00783708412732,2010.7636363636364
2026-01-21 07:07:30,0.3999999999996504,20.00783708412732,2010.7636363636364
2026-01-21 07:07:35,0.3999999999996504,20.00783708412732,2010.7636363636364
2026-01-21 07:07:40,0.3999999999996504,20.00783708412732,968.1454545454545
2026-01-21 07:07:45,0.3999999999996504,20.00783708412732,1414.9818181818182
2026-01-21 07:07:50,0.4181818181822763,20.0062457980101,1936.290909090909
2026-01-21 07:07:55,0.4181818181822763,20.0062457980101,1936.290909090909
2026-01-21 07:08:00,0.40724310959208765,20.0062457980101,1936.150098174678
2026-01-21 07:08:05,0.4181818181822763,20.0062457980101,1936.290909090909
2026-01-21 07:08:10,0.40000000000046043,20.0062457980101,968.1454545454545
2026-01-21 07:08:15,0.3999999999996504,20.005450154951486,968.1454545454545
2026-01-21 07:08:20,0.3999999999996504,20.005052333422178,2010.7636363636364
2026-01-21 07:08:25,0.41818181818184996,20.005052333422178,2010.7636363636364
2026-01-21 07:08:30,0.41818181818184996,19.999283921247248,2010.7636363636364
2026-01-21 07:08:35,0.41818181818184996,19.998090456659334,2085.2363636363634
2026-01-21 07:08:40,0.41818181818184996,19.998090456659334,1638.3999999999999
2026-01-21 07:08:45,0.4363636363632395,19.99789154589468,1117.090909090909
2026-01-21 07:08:50,0.4363636363632395,19.997692635130026,2308.6545454545453
2026-01-21 07:08:55,0.4473052585642421,19.997692635130026,2308.8224598152597
2026-01-21 07:09:00,0.4363636363632395,19.997692635130026,2308.6545454545453
2026-01-21 07:09:05,0.4363636363632395,19.997692635130026,2308.6545454545453
2026-01-21 07:09:10,0.41818181818184996,19.997692635130026,2308.6545454545453
2026-01-21 07:09:15,0.41818181818184996,19.99630025977746,1266.0363636363636
2026-01-21 07:09:20,0.45454545454546746,19.995504616718847,2308.6545454545453
2026-01-21 07:09:25,0.4363636363640637,19.995504616718847,2308.6545454545453
2026-01-21 07:09:30,0.4363636363640637,19.995504616718847,2234.181818181818
2026-01-21 07:09:35,0.4363636363640637,19.995504616718847,2234.181818181818
2026-01-21 07:09:40,0.41818181818184996,19.995504616718847,2234.181818181818
2026-01-21 07:09:45,0.41818181818184996,19.995504616718847,1042.6181818181817
2026-01-21 07:09:50,0.41818181818184996,19.994708973660234,2010.7636363636364
2026-01-21 07:09:55,0.41818181818184996,19.994708973660234,2010.7636363636364
2026-01-21 07:10:00,0.41818181818184996,19.994708973660234,2010.7636363636364
2026-01-21 07:10:05,0.4363636363640637,19.994708973660234,2681.018181818182
2026-01-21 07:10:10,0.4363636363640637,19.992719866013708,2681.018181818182
2026-01-21 07:10:15,0.41818181818184996,19.992520955249056,1638.3999999999999
2026-01-21 07:10:20,0.4363636363632395,19.992322044484403,2085.2363636363634
2026-01-21 07:10:25,0.4363636363632395,19.992322044484403,2085.2363636363634
2026-01-21 07:10:30,0.4363636363632395,19.992322044484403,2085.2363636363634
2026-01-21 07:10:35,0.4363636363632395,19.992322044484403,2085.2363636363634
2026-01-21 07:10:40,0.4363636363632395,19.991128579896486,6553.599999999999
2026-01-21 07:10:45,0.4363636363640637,19.991128579896486,5585.454545454545
